"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Age (continuous)","m_sub_region","Western Europe",-0.0863682008852798,0.199011030316926,-0.433987004377286,150,0.664921445419118,-0.479595156595721,0.306858754825162,-0.0863682008852798,0.199011030316926,-0.479595156595721,0.306858754825162,-0.433987004377286,0.664921445419118,150,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_sub_region","Central America",0.00437373279445726,0.126454114554748,0.0345875087564958,118,0.972467102253192,-0.246039841064693,0.254787306653607,0.00437373279445726,0.126454114554748,-0.246039841064693,0.254787306653607,0.0345875087564958,0.972467102253192,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Eastern Africa",0.0401164724372255,0.0279611701286288,1.43472080219387,118,0.15401173662168,-0.0152542568256979,0.095487201700149,0.0401164724372255,0.0279611701286288,-0.0152542568256979,0.095487201700149,1.43472080219387,0.15401173662168,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Eastern Asia",-0.00805129205703133,0.140336279715642,-0.0573714229374282,118,0.954346364254947,-0.285955332344124,0.269852748230062,-0.00805129205703133,0.140336279715642,-0.285955332344124,0.269852748230062,-0.0573714229374282,0.954346364254947,118,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_sub_region","Eastern Europe",0.0637185582070505,0.206981856743001,0.307846104048466,118,0.758742157745822,-0.346161868804105,0.473598985218205,0.0637185582070505,0.206981856743001,-0.346161868804105,0.473598985218205,0.307846104048466,0.758742157745822,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Middle Africa",0.0270896703625505,0.0715009871608018,0.378871277701766,118,0.705464303314155,-0.114501750307607,0.168681091032708,0.0270896703625505,0.0715009871608018,-0.114501750307607,0.168681091032708,0.378871277701766,0.705464303314155,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Northern Africa",0.23771248186549,0.217079581745653,1.09504763162853,118,0.275725866547689,-0.192164189749207,0.667589153480187,0.23771248186549,0.217079581745653,-0.192164189749207,0.667589153480187,1.09504763162853,0.275725866547689,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Northern America",-0.0219190367257151,0.0647388976333792,-0.338575995684142,118,0.735530876096927,-0.150119679157619,0.106281605706188,-0.0219190367257151,0.0647388976333792,-0.150119679157619,0.106281605706188,-0.338575995684142,0.735530876096927,118,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_sub_region","South-eastern Asia",0.0228296428902288,0.0478248095783134,0.477359828330214,118,0.633988899029004,-0.0718765003444685,0.117535786124926,0.0228296428902288,0.0478248095783134,-0.0718765003444685,0.117535786124926,0.477359828330214,0.633988899029004,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","South America",0.0752699511242538,0.147011676746435,0.51199981382485,118,0.609608054023644,-0.215853192655797,0.366393094904305,0.0752699511242538,0.147011676746435,-0.215853192655797,0.366393094904305,0.51199981382485,0.609608054023644,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Southern Africa",0.0131556547011039,0.120504034810845,0.109171902183643,118,0.913251583368616,-0.225475141360235,0.251786450762442,0.0131556547011039,0.120504034810845,-0.225475141360235,0.251786450762442,0.109171902183643,0.913251583368616,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Southern Asia",0.0967767379014219,0.0672467350985345,1.43912916752937,118,0.152761324662815,-0.0363901054684155,0.229943581271259,0.0967767379014219,0.0672467350985345,-0.0363901054684155,0.229943581271259,1.43912916752937,0.152761324662815,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Southern Europe",0.0229950273850142,0.120401769185692,0.190985793153501,118,0.848864940224894,-0.21543325489678,0.261423309666808,0.0229950273850142,0.120401769185692,-0.21543325489678,0.261423309666808,0.190985793153501,0.848864940224894,118,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_sub_region","Western Africa",0.148641250056204,0.0491341979768871,3.02520965389779,118,0.00305002565513291,0.0513421613122909,0.245940338800117,0.148641250056204,0.0491341979768871,0.0513421613122909,0.245940338800117,3.02520965389779,0.00305002565513291,118,"Socio-demographic","significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","Central America",0.0636586861167256,0.111255671802725,0.572183737559047,50,0.5697613376235,-0.159804907255529,0.28712227948898,0.0636586861167256,0.111255671802725,-0.159804907255529,0.28712227948898,0.572183737559047,0.5697613376235,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","Eastern Africa",0.0120757468898225,0.0187434246013148,0.644265770353165,50,0.522347865877404,-0.0255715293851218,0.0497230231647669,0.0120757468898225,0.0187434246013148,-0.0255715293851218,0.0497230231647669,0.644265770353165,0.522347865877404,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","Eastern Asia",-0.0817448510208694,0.101311561360821,-0.806865967939581,50,0.423565258815362,-0.285235110753303,0.121745408711564,-0.0817448510208694,0.101311561360821,-0.285235110753303,0.121745408711564,-0.806865967939581,0.423565258815362,50,"Financial capital","no_significant_negative"
"Access to non-farm income (1= yes)","m_sub_region","Eastern Europe",-0.000381674419143682,0.115892795116495,-0.00329334035614573,50,0.997385404261607,-0.233159204077206,0.232395855238919,-0.000381674419143682,0.115892795116495,-0.233159204077206,0.232395855238919,-0.00329334035614573,0.997385404261607,50,"Financial capital","no_significant_negative"
"Access to non-farm income (1= yes)","m_sub_region","Middle Africa",0.0325466728215628,0.125295506740766,0.259759297585198,50,0.796116088913939,-0.219116758947885,0.284210104591011,0.0325466728215628,0.125295506740766,-0.219116758947885,0.284210104591011,0.259759297585198,0.796116088913939,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","Northern America",0.0142279067447498,0.046586373386949,0.305409193941156,50,0.761322387122346,-0.079343578021335,0.107799391510835,0.0142279067447498,0.046586373386949,-0.079343578021335,0.107799391510835,0.305409193941156,0.761322387122346,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","South-eastern Asia",0.00396270445959893,0.0343034995253251,0.115518956212424,50,0.908496495512718,-0.0649379020889369,0.0728633110081348,0.00396270445959893,0.0343034995253251,-0.0649379020889369,0.0728633110081348,0.115518956212424,0.908496495512718,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","South America",-0.0706416443084177,0.083176303061715,-0.849300121646464,50,0.399762545579324,-0.23770616573388,0.0964228771170444,-0.0706416443084177,0.083176303061715,-0.23770616573388,0.0964228771170444,-0.849300121646464,0.399762545579324,50,"Financial capital","no_significant_negative"
"Access to non-farm income (1= yes)","m_sub_region","Southern Asia",0.0195424173570046,0.0503767651747293,0.387925212927482,50,0.699718058529016,-0.0816422933728583,0.120727128086868,0.0195424173570046,0.0503767651747293,-0.0816422933728583,0.120727128086868,0.387925212927482,0.699718058529016,50,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_sub_region","Western Africa",0.192031709974575,0.0409168379316246,4.69321970323014,50,2.12440468780731e-05,0.10984782230866,0.27421559764049,0.192031709974575,0.0409168379316246,0.10984782230866,0.27421559764049,4.69321970323014,2.12440468780731e-05,50,"Financial capital","significant_positive"
"Extension frequency (number of contacts)","m_sub_region","Eastern Africa",0.198702208724822,0.0924281620331721,2.14980157945268,18,0.0454147340782645,0.00451784597036062,0.392886571479283,0.198702208724822,0.0924281620331721,0.00451784597036062,0.392886571479283,2.14980157945268,0.0454147340782645,18,"Technical information","significant_positive"
"Extension frequency (number of contacts)","m_sub_region","South-eastern Asia",0.114140396021513,0.308997540275086,0.369389335332247,18,0.716147255182247,-0.535039346722682,0.763320138765709,0.114140396021513,0.308997540275086,-0.535039346722682,0.763320138765709,0.369389335332247,0.716147255182247,18,"Technical information","no_significant_positive"
"Extension frequency (number of contacts)","m_sub_region","Southern Africa",0.0813558130457081,0.217253331997256,0.374474408736506,18,0.712426579605229,-0.37507650046313,0.537788126554547,0.0813558130457081,0.217253331997256,-0.37507650046313,0.537788126554547,0.374474408736506,0.712426579605229,18,"Technical information","no_significant_positive"
"Extension frequency (number of contacts)","m_sub_region","Southern Asia",0.269589435695809,0.176748888868209,1.52526806489191,18,0.14457073278414,-0.101746200515525,0.640925071907142,0.269589435695809,0.176748888868209,-0.101746200515525,0.640925071907142,1.52526806489191,0.14457073278414,18,"Technical information","no_significant_positive"
"Extension frequency (number of contacts)","m_sub_region","Western Africa",0.266506715050312,0.130151042085459,2.04767254091842,18,0.0554708090254,-0.006930477827368,0.539943907927992,0.266506715050312,0.130151042085459,-0.006930477827368,0.539943907927992,2.04767254091842,0.0554708090254,18,"Technical information","no_significant_positive"
"Access to irrigation (1= yes)","m_sub_region","Central America",-0.0636586861167256,0.28691161961616,-0.221875594309809,10,0.828876232958415,-0.7029376128698,0.575620240636349,-0.0636586861167256,0.28691161961616,-0.7029376128698,0.575620240636349,-0.221875594309809,0.828876232958415,10,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_sub_region","Eastern Africa",0.00276760308737852,0.116873130155024,0.0236804052711473,10,0.981573405903988,-0.257641958964279,0.263177165139036,0.00276760308737852,0.116873130155024,-0.257641958964279,0.263177165139036,0.0236804052711473,0.981573405903988,10,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_sub_region","Northern America",-0.0684971739494985,0.141144988976891,-0.485296534053457,10,0.637922137793655,-0.382987807652083,0.245993459753086,-0.0684971739494985,0.141144988976891,-0.382987807652083,0.245993459753086,-0.485296534053457,0.637922137793655,10,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_sub_region","South-eastern Asia",0.0277722279187401,0.280818506219262,0.0988974277110344,10,0.923174106393739,-0.597930396145146,0.653474851982626,0.0277722279187401,0.280818506219262,-0.597930396145146,0.653474851982626,0.0988974277110344,0.923174106393739,10,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_sub_region","Southern Africa",0.163206270639552,0.294926797391893,0.553378913285681,10,0.592160057052079,-0.493931585121209,0.820344126400313,0.163206270639552,0.294926797391893,-0.493931585121209,0.820344126400313,0.553378913285681,0.592160057052079,10,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_sub_region","Southern Asia",0.092154499210579,0.204292190778481,0.451091639183136,10,0.661547481404682,-0.363036868220347,0.547345866641506,0.092154499210579,0.204292190778481,-0.363036868220347,0.547345866641506,0.451091639183136,0.661547481404682,10,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_sub_region","Western Africa",-0.387426922338528,0.202191361033749,-1.91613984078113,10,0.0843452521199146,-0.837937349393807,0.0630835047167524,-0.387426922338528,0.202191361033749,-0.837937349393807,0.0630835047167524,-1.91613984078113,0.0843452521199146,10,"Physical capital","no_significant_negative"
"Household is native (1= yes)","m_sub_region","Eastern Africa",0.219656978301648,0.0737258767042731,2.97937424579879,9,0.0154652806269844,0.0528774582314994,0.386436498371797,0.219656978301648,0.0737258767042731,0.0528774582314994,0.386436498371797,2.97937424579879,0.0154652806269844,9,"Socio-demographic","significant_positive"
"Household is native (1= yes)","m_sub_region","Middle Africa",-0.0164841226847917,0.0255421889552418,-0.645368441744645,9,0.53479307047903,-0.074264568383437,0.0412963230138537,-0.0164841226847917,0.0255421889552418,-0.074264568383437,0.0412963230138537,-0.645368441744645,0.53479307047903,9,"Socio-demographic","no_significant_negative"
"Household is native (1= yes)","m_sub_region","South-eastern Asia",0.0351085964709811,0.0575243807570774,0.610325500403784,9,0.556741579810417,-0.0950205934941728,0.165237786436135,0.0351085964709811,0.0575243807570774,-0.0950205934941728,0.165237786436135,0.610325500403784,0.556741579810417,9,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","m_sub_region","South America",-0.374506090658726,0.0977571801727525,-3.8309829518089,9,0.00402166397385062,-0.595648196001473,-0.153363985315979,-0.374506090658726,0.0977571801727525,-0.595648196001473,-0.153363985315979,-3.8309829518089,0.00402166397385062,9,"Socio-demographic","significant_negative"
"Household is native (1= yes)","m_sub_region","Southern Asia",0.0248697461113231,0.0648665692756862,0.383398511575745,9,0.710323693398331,-0.121868628201816,0.171608120424463,0.0248697461113231,0.0648665692756862,-0.121868628201816,0.171608120424463,0.383398511575745,0.710323693398331,9,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","m_sub_region","Western Africa",0.035413721003282,0.0622777170596609,0.56864192644307,9,0.583507634937231,-0.10546826272595,0.176295704732514,0.035413721003282,0.0622777170596609,-0.10546826272595,0.176295704732514,0.56864192644307,0.583507634937231,9,"Socio-demographic","no_significant_positive"
