"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
104,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Household size (number)","h size","number of people","number of people","continuous","none",NA,"multinomial logit model","logit","B",0.134,0.134,"SE","0.28000000000000003",0.28,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"no limitation","h size (number of people)","B_SE","logit_B_SE",0.478571428571429,0.134,0.28,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"3.0700000000000003",1,1,2013,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",106,0.0460018060649252,0.00913552427373167,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
104,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Cooperative society","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",1.22,1.22,"SE","0.28199999999999997",0.282,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",4.32624113475177,1.22,0.282,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"3.0700000000000003",1,1,2013,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",109,0.384321228338738,0.00666431656843748,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
104,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size (ha)","farm size","ha","ha","continuous","none",NA,"multinomial logit model","logit","B",-1.116,-1.116,"SE","0.84699999999999998",0.847,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"no limitation","farm size (ha)","B_SE","logit_B_SE",-1.31759149940968,-1.116,0.847,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"3.0700000000000003",1,1,2013,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",110,-0.125778417921497,0.00888632897456789,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
104,2,"nd","Nigeria","cover crops",NA,NA,NA,"maintain soil moisture","diversity adoption (1=yes, 0=no)","Household size (number)","h size","number of people","number of people","continuous","none",NA,"multinomial logit model","logit","B",-0.654,-0.654,"SE","1",1,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"no limitation","h size (number of people)","B_SE","logit_B_SE",-0.654,-0.654,1,"Africa","Western Africa","Developing regions","Cover crops",1,1,"3.0700000000000003",1,1,2013,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",115,-0.0628069340361089,0.00910207466806009,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
104,2,"nd","Nigeria","cover crops",NA,NA,NA,"maintain soil moisture","diversity adoption (1=yes, 0=no)","Cooperative society","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-1.852,-1.852,"SE","1",1,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",-1.852,-1.852,1,"Africa","Western Africa","Developing regions","Cover crops",1,1,"3.0700000000000003",1,1,2013,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",118,-0.175444639805647,0.00861821849272985,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
104,2,"nd","Nigeria","cover crops",NA,NA,NA,"maintain soil moisture","diversity adoption (1=yes, 0=no)","Farm size (ha)","farm size","ha","ha","continuous","none",NA,"multinomial logit model","logit","B",1.495,1.495,"SE","0.999",0.999,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","farm size (ha)","B_SE","logit_B_SE",1.4964964964965,1.495,0.999,"Africa","Western Africa","Developing regions","Cover crops",1,1,"3.0700000000000003",1,1,2013,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",119,0.142530262033438,0.00880534810073222,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
114,1,"Soybean","Brazil","integrated crop-livestock",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","total farm size","farm size","ha","ha","continuous","none",NA,"logistic regression model","logit","OR",1.0001,1.0001,"SE","1E-3",0.001,"na",NA,"na",NA,"nd",NA,"nd",NA,"14",14,14,145,145,"no limitation","farm size (ha)","OR_SE","logit_OR_SE",0.100004999833331,9.99950003332973e-05,1000.1,"Latin America and the Caribbean","South America","Developing regions","Agro-silvopasture",1,1,"639",1,1,2012,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",123,0.0087706813463193,0.00763241340622042,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
190,1,"nd","Vietnam","crop rotation",NA,NA,"annual or biannual crops",NA,"diversity adoption (1=yes, 0=no)","Distance from house to farm (in km)","distance farm-house","log(km)","log(km)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.024,0.024,"SE","5.0000000000000001E-3",0.005,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,28593,28593,"no limitation","distance farm-house (log(km))","ME_SE","probit_ME_SE",4.8,NA,NA,"Asia","South-eastern Asia","Developing regions","Crop rotation",1,0,"3.5481338923357999",0,0,2012,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",130,0.0283874420600147,3.49465839075834e-05,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
190,1,"nd","Vietnam","crop rotation",NA,NA,"annual or biannual crops",NA,"diversity adoption (1=yes, 0=no)","Steep slope (=1 if yes)","soil slope","1= steep slope, 0= otherwise","1= steep slope, 0= otherwise","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",-0.048,-0.048,"SE","2.7E-2",0.027,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",24,24,28593,28593,"no limitation","soil slope (1= steep slope, 0= otherwise)","ME_SE","probit_ME_SE",-1.77777777777778,NA,NA,"Asia","South-eastern Asia","Developing regions","Crop rotation",1,0,"3.5481338923357999",0,0,2012,"Biophysical","Soil slope","1= steep","1= steep",9,3,"3","Soil slope (1= steep)",134,-0.0105175245115436,3.49952317404428e-05,"Biophysical",-26.959,-13.0988,-9.1482,"LRT = 15.8603, p = 1e-04","LRT = 19.8108, p = 0","Three-level"
190,1,"nd","Vietnam","crop rotation",NA,NA,"annual or biannual crops",NA,"diversity adoption (1=yes, 0=no)","TLU (log)","units of livestock","log(TLU)","log(TLU)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.007,0.007,"SE","5.0000000000000001E-3",0.005,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,28593,28593,"no limitation","units of livestock (log(TLU))","ME_SE","probit_ME_SE",1.4,NA,NA,"Asia","South-eastern Asia","Developing regions","Crop rotation",1,0,"3.5481338923357999",0,0,2012,"Physical capital","Livestock units","continuous",NA,1,1,"-","Livestock units (continuous)",139,0.00828272456509619,3.49981727625749e-05,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
190,1,"nd","Vietnam","crop rotation",NA,NA,"annual or biannual crops",NA,"diversity adoption (1=yes, 0=no)","Farmer group (=1 if yes)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.014,0.014,"SE","8.0000000000000002E-3",0.008,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",24,24,28593,28593,"no limitation","hh association member (1= yes, 0= no)","ME_SE","probit_ME_SE",1.75,NA,NA,"Asia","South-eastern Asia","Developing regions","Crop rotation",1,0,"3.5481338923357999",0,0,2012,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",141,0.0103532059458624,3.49954717960986e-05,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
190,1,"nd","Vietnam","crop rotation",NA,NA,"annual or biannual crops",NA,"diversity adoption (1=yes, 0=no)","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.019,0.019,"SE","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",24,24,28593,28593,"no limitation","access to agricultural extension (1= yes, 0= no)","ME_SE","probit_ME_SE",2.71428571428571,NA,NA,"Asia","South-eastern Asia","Developing regions","Crop rotation",1,0,"3.5481338923357999",0,0,2012,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",143,0.0160568241040362,3.4984928533423e-05,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
190,2,"nd","Vietnam","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Distance from house to farm (in km)","distance farm-house","log(km)","log(km)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",-0.038,-0.038,"SE","6.0000000000000001E-3",0.006,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,29323,29323,"no limitation","distance farm-house (log(km))","ME_SE","probit_ME_SE",-6.33333333333333,NA,NA,"Asia","South-eastern Asia","Developing regions","Intercropping",1,0,"3.5481338923357999",0,0,2012,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",146,-0.036975688692603,3.40375939838051e-05,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
190,2,"nd","Vietnam","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Steep slope (=1 if yes)","soil slope","1= steep slope, 0= otherwise","1= steep slope, 0= otherwise","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.048,0.048,"SE","1.0999999999999999E-2",0.011,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,29323,29323,"no limitation","soil slope (1= steep slope, 0= otherwise)","ME_SE","probit_ME_SE",4.36363636363636,NA,NA,"Asia","South-eastern Asia","Developing regions","Intercropping",1,0,"3.5481338923357999",0,0,2012,"Biophysical","Soil slope","1= steep","1= steep",9,3,"3","Soil slope (1= steep)",150,0.0254852256142321,3.40865363458404e-05,"Biophysical",-26.959,-13.0988,-9.1482,"LRT = 15.8603, p = 1e-04","LRT = 19.8108, p = 0","Three-level"
190,2,"nd","Vietnam","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","TLU (log)","units of livestock","log(TLU)","log(TLU)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",-0.004,-0.004,"SE","2E-3",0.002,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",24,24,29323,29323,"no limitation","units of livestock (log(TLU))","ME_SE","probit_ME_SE",-2,NA,NA,"Asia","South-eastern Asia","Developing regions","Intercropping",1,0,"3.5481338923357999",0,0,2012,"Physical capital","Livestock units","continuous",NA,1,1,"-","Livestock units (continuous)",155,-0.0116837260015647,3.41215399750255e-05,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
190,2,"nd","Vietnam","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farmer group (=1 if yes)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.002,0.002,"SE","3.0000000000000001E-3",0.003,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,29323,29323,"no limitation","hh association member (1= yes, 0= no)","ME_SE","probit_ME_SE",0.666666666666667,NA,NA,"Asia","South-eastern Asia","Developing regions","Intercropping",1,0,"3.5481338923357999",0,0,2012,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",157,0.0038948116426272,3.41298222162754e-05,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
190,2,"nd","Vietnam","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.001,0.001,"SE","2E-3",0.002,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,29323,29323,"no limitation","access to agricultural extension (1= yes, 0= no)","ME_SE","probit_ME_SE",0.5,NA,NA,"Asia","South-eastern Asia","Developing regions","Intercropping",1,0,"3.5481338923357999",0,0,2012,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",159,0.00292111842525279,3.41302752383051e-05,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
190,3,"nd","Vietnam","land with temporary fallow","natural fallow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Distance from house to farm (in km)","distance farm-house","log(km)","log(km)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.015,0.015,"SE","3.0000000000000001E-3",0.003,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",23,23,27233,27233,"no limitation","distance farm-house (log(km))","ME_SE","probit_ME_SE",5,NA,NA,"Asia","South-eastern Asia","Developing regions","Fallow",1,0,"3.6307805477009998",0,0,2012,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",161,0.0302980227791916,3.66837523814995e-05,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
190,3,"nd","Vietnam","land with temporary fallow","natural fallow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Steep slope (=1 if yes)","soil slope","1= steep slope, 0= otherwise","1= steep slope, 0= otherwise","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.041,0.041,"SE","1.2999999999999999E-2",0.013,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",23,23,27233,27233,"no limitation","soil slope (1= steep slope, 0= otherwise)","ME_SE","probit_ME_SE",3.15384615384615,NA,NA,"Asia","South-eastern Asia","Developing regions","Fallow",1,0,"3.6307805477009998",0,0,2012,"Biophysical","Soil slope","1= steep","1= steep",9,3,"3","Soil slope (1= steep)",165,0.0191163444131998,3.67243390038595e-05,"Biophysical",-26.959,-13.0988,-9.1482,"LRT = 15.8603, p = 1e-04","LRT = 19.8108, p = 0","Three-level"
190,3,"nd","Vietnam","land with temporary fallow","natural fallow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","TLU (log)","units of livestock","log(TLU)","log(TLU)","continuous","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",0.003,0.003,"SE","4.0000000000000001E-3",0.004,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"no limitation","units of livestock (log(TLU))","ME_SE","probit_ME_SE",0.75,NA,NA,"Asia","South-eastern Asia","Developing regions","Fallow",1,0,"3.6307805477009998",0,0,2012,"Physical capital","Livestock units","continuous",NA,1,1,"-","Livestock units (continuous)",170,0.00454674380735404,3.67496749235159e-05,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
190,3,"nd","Vietnam","land with temporary fallow","natural fallow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farmer group (=1 if yes)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",-0.007,-0.007,"SE","6.0000000000000001E-3",0.006,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"no limitation","hh association member (1= yes, 0= no)","ME_SE","probit_ME_SE",-1.16666666666667,NA,NA,"Asia","South-eastern Asia","Developing regions","Fallow",1,0,"3.6307805477009998",0,0,2012,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",172,-0.00707260879808651,3.67475177843351e-05,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
190,3,"nd","Vietnam","land with temporary fallow","natural fallow",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"random-effects probit model with Mundlak approach;","probit","ME",-0.006,-0.006,"SE","5.0000000000000001E-3",0.005,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"no limitation","access to agricultural extension (1= yes, 0= no)","ME_SE","probit_ME_SE",-1.2,NA,NA,"Asia","South-eastern Asia","Developing regions","Fallow",1,0,"3.6307805477009998",0,0,2012,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",174,-0.00727467278973511,3.67473047068071e-05,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
193,3,"nd","Moldova","crop rotation",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Number of adults","h adult members","number of adults","number of people","continuous","none",NA,"binary probit model","probit","B",-0.193,-0.193,"SE","0.12",0.12,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",25,25,234,234,"no limitation","h adult members (number of people)","B_SE","probit_B_SE",-1.60833333333333,-0.3088,0.192,"Europe","Eastern Europe","Developed regions","Crop rotation",1,1,"nd",1,1,2016,"Social capital","Adults in household","continuous","number of people",15,1,"1","Adults in household (continuous)",178,-0.110830822491716,0.00466786574754397,"Social capital",1.054,167.3487,7.8341,"LRT = 168.2946, p < 0.0001","LRT = 8.7801, p = 0.003","Three-level"
