"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Agroforestry",0.1157,-0.1106,0.3421,1.0898,15,0.293,"QM (9, 7) = 20.305, p =3e-04","no_significant_positive","0.293"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Combined systems",-0.0219,-0.6665,0.6228,-0.0802,7,0.9383,"QM (9, 7) = 20.305, p =3e-04","no_significant_negative","0.9383"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Crop rotation",0.3316,0.0886,0.5746,2.9085,15,0.0108,"QM (9, 7) = 20.305, p =3e-04","significant_positive","0.0108*"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Embedded seminatural habitats",0.0139,-0.2407,0.2685,0.1162,15,0.9091,"QM (9, 7) = 20.305, p =3e-04","no_significant_positive","0.9091"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Fallow",0.2142,-0.0503,0.4787,1.7262,15,0.1049,"QM (9, 7) = 20.305, p =3e-04","no_significant_positive","0.1049"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Intercropping",-0.0577,-0.3007,0.1853,-0.5064,15,0.62,"QM (9, 7) = 20.305, p =3e-04","no_significant_negative","0.62"
"m_intervention_recla2","Social capital","Adults in household (continuous)","Rotational grazing",0.1521,-0.5069,0.8112,0.5459,7,0.6021,"QM (9, 7) = 20.305, p =3e-04","no_significant_positive","0.6021"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Agro-aquaculture",-0.0287,-0.416,0.3587,-0.1481,59,0.8828,"QM (9, 59) = 1.1825, p =0.323","no_significant_negative","0.8828"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Agro-silvopasture",0.0175,-0.0943,0.1293,0.3104,99,0.7569,"QM (9, 59) = 1.1825, p =0.323","no_significant_positive","0.7569"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Agroforestry",0.0404,-0.0119,0.0927,1.5336,99,0.1283,"QM (9, 59) = 1.1825, p =0.323","no_significant_positive","0.1283"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Combined systems",-0.0076,-0.1072,0.092,-0.1509,99,0.8804,"QM (9, 59) = 1.1825, p =0.323","no_significant_negative","0.8804"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Cover crops",0.0984,0.0205,0.1762,2.5076,99,0.0138,"QM (9, 59) = 1.1825, p =0.323","significant_positive","0.0138*"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Crop rotation",0.013,-0.0441,0.0701,0.453,99,0.6516,"QM (9, 59) = 1.1825, p =0.323","no_significant_positive","0.6516"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Embedded seminatural habitats",0.0208,-0.059,0.1006,0.5169,99,0.6064,"QM (9, 59) = 1.1825, p =0.323","no_significant_positive","0.6064"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Fallow",-0.0053,-0.0835,0.0728,-0.1352,99,0.8928,"QM (9, 59) = 1.1825, p =0.323","no_significant_negative","0.8928"
"m_intervention_recla2","Socio-demographic","Household size (continuous)","Intercropping",0.024,-0.0332,0.0812,0.8334,99,0.4066,"QM (9, 59) = 1.1825, p =0.323","no_significant_positive","0.4066"
"m_intervention_recla2","Social capital","Association member (1= yes)","Agro-silvopasture",0.0348,-0.1482,0.2178,0.3777,90,0.7066,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.7066"
"m_intervention_recla2","Social capital","Association member (1= yes)","Agroforestry",0.1861,0.0972,0.275,4.1566,90,1e-04,"QM (9, 48) = 2.6636, p =0.0136","significant_positive","1e-04***"
"m_intervention_recla2","Social capital","Association member (1= yes)","Combined systems",0.0888,-0.0952,0.2729,0.9589,90,0.3402,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.3402"
"m_intervention_recla2","Social capital","Association member (1= yes)","Cover crops",-0.0979,-0.249,0.0532,-1.2871,90,0.2014,"QM (9, 48) = 2.6636, p =0.0136","no_significant_negative","0.2014"
"m_intervention_recla2","Social capital","Association member (1= yes)","Crop rotation",0.0779,-0.0107,0.1664,1.7472,90,0.084,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.084"
"m_intervention_recla2","Social capital","Association member (1= yes)","Embedded seminatural habitats",0.0265,-0.1787,0.2318,0.2569,90,0.7978,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.7978"
"m_intervention_recla2","Social capital","Association member (1= yes)","Fallow",0.041,-0.1007,0.1827,0.5749,90,0.5668,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.5668"
"m_intervention_recla2","Social capital","Association member (1= yes)","Intercropping",0.0199,-0.0778,0.1176,0.4045,90,0.6868,"QM (9, 48) = 2.6636, p =0.0136","no_significant_positive","0.6868"
"m_intervention_recla2","Social capital","Association member (1= yes)","Rotational grazing",-0.0618,-0.5298,0.4062,-0.2656,48,0.7917,"QM (9, 48) = 2.6636, p =0.0136","no_significant_negative","0.7917"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Agro-aquaculture",0.2098,-0.1947,0.6143,1.0466,42,0.3013,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.3013"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Agro-silvopasture",0.0665,-0.0475,0.1805,1.1636,70,0.2486,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.2486"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Agroforestry",0.119,0.0397,0.1984,2.9924,70,0.0038,"QM (10, 42) = 1.6005, p =0.14","significant_positive","0.0038**"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Combined systems",0.1381,-0.0428,0.3191,1.5404,42,0.131,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.131"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Cover crops",0.1627,0.0106,0.3149,2.1328,70,0.0365,"QM (10, 42) = 1.6005, p =0.14","significant_positive","0.0365*"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Crop rotation",0.0333,-0.0459,0.1126,0.8384,70,0.4047,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.4047"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Embedded seminatural habitats",0.0134,-0.1076,0.1343,0.2205,70,0.8261,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.8261"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Fallow",0.0362,-0.0629,0.1353,0.7282,70,0.4689,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.4689"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Intercropping",0.0479,-0.0253,0.1211,1.3054,70,0.196,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.196"
"m_intervention_recla2","Technical information","Access to extension (1= yes)","Rotational grazing",0.0502,-0.1157,0.2161,0.6034,70,0.5482,"QM (10, 42) = 1.6005, p =0.14","no_significant_positive","0.5482"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Agroforestry",-0.1986,-0.3484,-0.0488,-2.7205,27,0.0113,"QM (6, 13) = 3.5234, p =0.027","significant_negative","0.0113*"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Combined systems",-0.0091,-0.249,0.2308,-0.082,13,0.9359,"QM (6, 13) = 3.5234, p =0.027","no_significant_negative","0.9359"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Cover crops",-0.2343,-0.426,-0.0426,-2.5083,27,0.0184,"QM (6, 13) = 3.5234, p =0.027","significant_negative","0.0184*"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Crop rotation",-0.0125,-0.1346,0.1096,-0.2096,27,0.8355,"QM (6, 13) = 3.5234, p =0.027","no_significant_negative","0.8355"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Fallow",-0.0214,-0.1565,0.1137,-0.3249,27,0.7478,"QM (6, 13) = 3.5234, p =0.027","no_significant_negative","0.7478"
"m_intervention_recla2","Accessibility","Distance farm-house (continuous)","Intercropping",-0.1002,-0.2213,0.0208,-1.6992,27,0.1008,"QM (6, 13) = 3.5234, p =0.027","no_significant_negative","0.1008"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Agro-silvopasture",0.1495,-0.1957,0.4948,0.9182,16,0.3722,"QM (6, 16) = 2.6531, p =0.0556","no_significant_positive","0.3722"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Agroforestry",0.0503,-0.1006,0.2011,0.6815,29,0.501,"QM (6, 16) = 2.6531, p =0.0556","no_significant_positive","0.501"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Combined systems",0.007,-0.2071,0.221,0.0665,29,0.9474,"QM (6, 16) = 2.6531, p =0.0556","no_significant_positive","0.9474"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Crop rotation",0.0965,-0.047,0.2399,1.3754,29,0.1795,"QM (6, 16) = 2.6531, p =0.0556","no_significant_positive","0.1795"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Embedded seminatural habitats",0.3916,0.0213,0.7618,2.1631,29,0.0389,"QM (6, 16) = 2.6531, p =0.0556","significant_positive","0.0389*"
"m_intervention_recla2","Accessibility","Distance market (continuous)","Intercropping",-0.1624,-0.3077,-0.017,-2.2846,29,0.0298,"QM (6, 16) = 2.6531, p =0.0556","significant_negative","0.0298*"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Agro-silvopasture",-0.0258,-0.3455,0.294,-0.174,13,0.8645,"QM (7, 13) = 1.6774, p =0.1995","no_significant_negative","0.8645"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Agroforestry",0.1305,0.0015,0.2596,2.0925,23,0.0476,"QM (7, 13) = 1.6774, p =0.1995","significant_positive","0.0476*"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Combined systems",0.0819,-0.0923,0.256,0.9723,23,0.341,"QM (7, 13) = 1.6774, p =0.1995","no_significant_positive","0.341"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Cover crops",0.019,-0.2282,0.2661,0.1588,23,0.8752,"QM (7, 13) = 1.6774, p =0.1995","no_significant_positive","0.8752"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Crop rotation",0.1491,0.0219,0.2763,2.4253,23,0.0236,"QM (7, 13) = 1.6774, p =0.1995","significant_positive","0.0236*"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Fallow",-0.0215,-0.2929,0.2499,-0.164,23,0.8712,"QM (7, 13) = 1.6774, p =0.1995","no_significant_negative","0.8712"
"m_intervention_recla2","Technical information","Access to information (1= yes)","Intercropping",0.211,0.0611,0.361,2.9121,23,0.0078,"QM (7, 13) = 1.6774, p =0.1995","significant_positive","0.0078**"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Agro-silvopasture",0.0739,-0.1526,0.3004,0.6721,25,0.5077,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.5077"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Agroforestry",0.0949,-0.0524,0.2423,1.327,25,0.1965,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.1965"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Combined systems",0.0218,-0.4855,0.5292,0.0947,11,0.9262,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.9262"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Cover crops",0.0703,-0.1193,0.2598,0.7634,25,0.4524,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.4524"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Crop rotation",0.0634,-0.1173,0.244,0.7224,25,0.4767,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.4767"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Embedded seminatural habitats",0.1463,-0.0168,0.3093,1.8471,25,0.0766,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.0766"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Intercropping",-0.0286,-0.2335,0.1764,-0.2872,25,0.7763,"QM (8, 11) = 0.7292, p =0.6657","no_significant_negative","0.7763"
"m_intervention_recla2","Financial capital","On-farm income (continuous)","Rotational grazing",0.0721,-0.2552,0.3995,0.4537,25,0.654,"QM (8, 11) = 0.7292, p =0.6657","no_significant_positive","0.654"
"m_intervention_recla2","Technical information","Awareness of practice (1= yes)","Agroforestry",0.1532,-0.0404,0.3468,1.7421,11,0.1093,"QM (5, 11) = 1.5614, p =0.2496","no_significant_positive","0.1093"
"m_intervention_recla2","Technical information","Awareness of practice (1= yes)","Crop rotation",0.3107,0.0499,0.5715,2.6217,11,0.0238,"QM (5, 11) = 1.5614, p =0.2496","significant_positive","0.0238*"
"m_intervention_recla2","Technical information","Awareness of practice (1= yes)","Embedded seminatural habitats",0.1732,-0.1548,0.5012,1.1624,11,0.2697,"QM (5, 11) = 1.5614, p =0.2496","no_significant_positive","0.2697"
"m_intervention_recla2","Technical information","Awareness of practice (1= yes)","Fallow",0.1431,-0.2249,0.511,0.8558,11,0.4104,"QM (5, 11) = 1.5614, p =0.2496","no_significant_positive","0.4104"
"m_intervention_recla2","Technical information","Awareness of practice (1= yes)","Intercropping",0.1371,-0.2115,0.4856,0.8656,11,0.4052,"QM (5, 11) = 1.5614, p =0.2496","no_significant_positive","0.4052"
"m_model_method","Physical capital","Farm size (continuous)","logit",0.0633,0.0174,0.1091,2.7435,86,0.0074,"QM (3, 86) = 4.316, p =0.0069","significant_positive","0.0074**"
"m_model_method","Physical capital","Farm size (continuous)","other",0.3991,0.0499,0.7484,2.2717,86,0.0256,"QM (3, 86) = 4.316, p =0.0069","significant_positive","0.0256*"
"m_model_method","Physical capital","Farm size (continuous)","probit",-0.0141,-0.0688,0.0407,-0.5108,86,0.6108,"QM (3, 86) = 4.316, p =0.0069","no_significant_negative","0.6108"
"m_model_method","Physical capital","Livestock units (continuous)","logit",0.1115,-0.0266,0.2495,1.663,25,0.1088,"QM (3, 25) = 1.8887, p =0.1573","no_significant_positive","0.1088"
"m_model_method","Physical capital","Livestock units (continuous)","other",0.3338,-0.0899,0.7576,1.6225,25,0.1173,"QM (3, 25) = 1.8887, p =0.1573","no_significant_positive","0.1173"
"m_model_method","Physical capital","Livestock units (continuous)","probit",-0.0256,-0.1273,0.0761,-0.518,25,0.609,"QM (3, 25) = 1.8887, p =0.1573","no_significant_negative","0.609"
"m_model_method","Social capital","Adults in household (continuous)","logit",-0.0015,-0.2412,0.2383,-0.0133,14,0.9896,"QM (2, 14) = 1.4897, p =0.2591","no_significant_negative","0.9896"
"m_model_method","Social capital","Adults in household (continuous)","probit",0.1243,-0.0302,0.2789,1.726,14,0.1063,"QM (2, 14) = 1.4897, p =0.2591","no_significant_positive","0.1063"
"m_model_method","Socio-demographic","Household size (continuous)","logit",-0.0054,-0.0629,0.052,-0.1885,66,0.8511,"QM (2, 66) = 2.2302, p =0.1156","no_significant_negative","0.8511"
"m_model_method","Socio-demographic","Household size (continuous)","probit",0.0795,0.004,0.155,2.1035,66,0.0392,"QM (2, 66) = 2.2302, p =0.1156","significant_positive","0.0392*"
"m_model_method","Social capital","Association member (1= yes)","logit",0.0621,-0.0114,0.1356,1.6933,55,0.0961,"QM (2, 55) = 4.0785, p =0.0223","no_significant_positive","0.0961"
"m_model_method","Social capital","Association member (1= yes)","probit",0.1107,0.0142,0.2072,2.3,55,0.0253,"QM (2, 55) = 4.0785, p =0.0223","significant_positive","0.0253*"
"m_model_method","Technical information","Access to extension (1= yes)","logit",0.1203,0.0442,0.1964,3.1745,50,0.0026,"QM (2, 50) = 5.4952, p =0.007","significant_positive","0.0026**"
"m_model_method","Technical information","Access to extension (1= yes)","probit",0.0364,-0.0401,0.1129,0.9555,50,0.3439,"QM (2, 50) = 5.4952, p =0.007","no_significant_positive","0.3439"
"m_model_method","Accessibility","Distance farm-house (continuous)","logit",-0.0388,-0.202,0.1245,-0.5012,17,0.6226,"QM (2, 17) = 1.0214, p =0.3812","no_significant_negative","0.6226"
"m_model_method","Accessibility","Distance farm-house (continuous)","probit",-0.0865,-0.2227,0.0498,-1.3385,17,0.1984,"QM (2, 17) = 1.0214, p =0.3812","no_significant_negative","0.1984"
"m_model_method","Accessibility","Distance market (continuous)","logit",0.0457,-0.157,0.2484,0.4702,20,0.6433,"QM (2, 20) = 0.1135, p =0.8933","no_significant_positive","0.6433"
"m_model_method","Accessibility","Distance market (continuous)","probit",0.005,-0.1293,0.1392,0.0772,20,0.9392,"QM (2, 20) = 0.1135, p =0.8933","no_significant_positive","0.9392"
"m_model_method","Technical information","Access to information (1= yes)","logit",0.0716,-0.0554,0.1986,1.1839,18,0.2518,"QM (2, 18) = 3.2309, p =0.0633","no_significant_positive","0.2518"
"m_model_method","Technical information","Access to information (1= yes)","probit",0.1615,0.0107,0.3123,2.2495,18,0.0372,"QM (2, 18) = 3.2309, p =0.0633","significant_positive","0.0372*"
"m_model_method","Financial capital","On-farm income (continuous)","logit",0.032,-0.0824,0.1464,0.5923,16,0.5619,"QM (3, 16) = 2.7193, p =0.079","no_significant_positive","0.5619"
"m_model_method","Financial capital","On-farm income (continuous)","other",-0.0712,-0.4728,0.3303,-0.3761,16,0.7118,"QM (3, 16) = 2.7193, p =0.079","no_significant_negative","0.7118"
"m_model_method","Financial capital","On-farm income (continuous)","probit",0.2123,0.0498,0.3749,2.7687,16,0.0137,"QM (3, 16) = 2.7193, p =0.079","significant_positive","0.0137*"
